raw,canonical_id,label,parent,family,founder,founded,note,status
Shōbukan,shobukan,Shōbukan,goju-ryu,naha-te,Masanobu Shinjo,1963,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://www.usadojo.com/masanobu-shinjo-lee-gray-and-the-shobukan/ | https://budojapan.com/karate/dm05e/",proposed
尚武館,shobukan,Shōbukan,goju-ryu,naha-te,Masanobu Shinjo,1963,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://www.usadojo.com/masanobu-shinjo-lee-gray-and-the-shobukan/ | https://budojapan.com/karate/dm05e/",proposed
shodokan,shodokan-goju-ryu,Shodokan Goju-Ryu,goju-ryu,naha-te,Seko Higa,1960,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://en.wikipedia.org/wiki/Sek%C5%8D_Higa | https://www.shuriway.com/seiko-higa.html",proposed
shodokan-goju-ryu,shodokan-goju-ryu,Shodokan Goju-Ryu,goju-ryu,naha-te,Seko Higa,1960,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://en.wikipedia.org/wiki/Sek%C5%8D_Higa | https://www.shuriway.com/seiko-higa.html",proposed
尚道館,shodokan-goju-ryu,Shodokan Goju-Ryu,goju-ryu,naha-te,Seko Higa,1960,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://en.wikipedia.org/wiki/Sek%C5%8D_Higa | https://www.shuriway.com/seiko-higa.html",proposed
(synthetic),shogen-ryu,Shōgen-ryū,matsubayashi-ryu,shuri-te,Kensei Taba,2000,[taxonomy:shorin-ryu-tree/confirmed] https://shogenryu.com/lineage/ | https://www.skildojo.ca/page/shogen-ryu-karate-do,proposed
Shogen-Ryu Karate-Do,shogen-ryu,Shōgen-ryū,matsubayashi-ryu,shuri-te,Kensei Taba,2000,[taxonomy:shorin-ryu-tree/confirmed] https://shogenryu.com/lineage/ | https://www.skildojo.ca/page/shogen-ryu-karate-do,proposed
Shōgen-ryū,shogen-ryu,Shōgen-ryū,matsubayashi-ryu,shuri-te,Kensei Taba,2000,[taxonomy:shorin-ryu-tree/confirmed] https://shogenryu.com/lineage/ | https://www.skildojo.ca/page/shogen-ryu-karate-do,proposed
(synthetic),shohei-ryu,Shōhei-ryū (Okikukai),uechi-ryu,uechi-ryu,senior students of Uechi Kan'ei (including Tomoyose Ryūkō),1991,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Uechi-Ry%C5%AB | https://www.uechi-la.org/associations",proposed
Okikukai,shohei-ryu,Shōhei-ryū (Okikukai),uechi-ryu,uechi-ryu,senior students of Uechi Kan'ei (including Tomoyose Ryūkō),1991,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Uechi-Ry%C5%AB | https://www.uechi-la.org/associations",proposed
Okinawa Karate-do Kyokai,shohei-ryu,Shōhei-ryū (Okikukai),uechi-ryu,uechi-ryu,senior students of Uechi Kan'ei (including Tomoyose Ryūkō),1991,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Uechi-Ry%C5%AB | https://www.uechi-la.org/associations",proposed
Shōhei-ryū (Okikukai),shohei-ryu,Shōhei-ryū (Okikukai),uechi-ryu,uechi-ryu,senior students of Uechi Kan'ei (including Tomoyose Ryūkō),1991,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Uechi-Ry%C5%AB | https://www.uechi-la.org/associations",proposed
shoreikan,shoreikan,Shoreikan,goju-ryu,naha-te,Seikichi Toguchi,1954,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://en.wikipedia.org/wiki/Seikichi_Toguchi",proposed
尚礼館,shoreikan,Shoreikan,goju-ryu,naha-te,Seikichi Toguchi,1954,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://en.wikipedia.org/wiki/Seikichi_Toguchi",proposed
Sukunaihayashi,shorin-ryu-seibukan,Shorin-Ryu Seibukan,shorin-ryu,shuri-te,Zenryō Shimabukuro (lineage of Chōtoku Kyan),1962,[taxonomy:shorin-ryu-tree/confirmed] https://en.wikipedia.org/wiki/Sh%C5%8Drin-ry%C5%AB | https://sites.google.com/view/traditionalkarate/karate-articles/shorinji-shimabukuro,proposed
Dai Nihon Karate-do Shotokai,shotokai,Shotokai,shotokan,japanese,Shigeru Egami,1957,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/plausible] https://en.wikipedia.org/wiki/Sh%C",proposed
JKA karate,shotokan,Shotokan,shuri-te,japanese,Gichin Funakoshi,1936,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Shot",proposed
SKIF,shotokan,Shotokan,shuri-te,japanese,Gichin Funakoshi,1936,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Shot",proposed
Shudokan Karate,shudokan,Shudokan,shuri-te,shuri-te,Kanken Tōyama,1930,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Shud",proposed
Toyama-ryu karate,shudokan,Shudokan,shuri-te,shuri-te,Kanken Tōyama,1930,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Shud",proposed
Tani-ha Shito-ryu,shukokai,Shukokai,shito-ryu,japanese,Chojiro Tani,1946,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Sh%C5%ABk%C5%8Dkai | https://shukokai-world.net/shito-ryu-shukokai-masters/,proposed
Shuri-ryu Karate,shuri-ryu,Shuri-Ryu,shuri-te,shuri-te,Robert Trias,1946,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Shur",proposed
USKA karate,shuri-ryu,Shuri-Ryu,shuri-te,shuri-te,Robert Trias,1946,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Shur",proposed
(synthetic),song-moo-kwan,Song Moo Kwan,taekwondo,korean,Byung Jick Ro,1944,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Song",proposed
Song Moo Kwan,song-moo-kwan,Song Moo Kwan,taekwondo,korean,Byung Jick Ro,1944,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Song",proposed
Songmookwan,song-moo-kwan,Song Moo Kwan,taekwondo,korean,Byung Jick Ro,1944,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Song",proposed
(synthetic),soo-bahk-do,Soo Bahk Do,tang-soo-do,korean,Hwang Kee,1960,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Soo_",proposed
Soo Bahk Do,soo-bahk-do,Soo Bahk Do,tang-soo-do,korean,Hwang Kee,1960,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Soo_",proposed
Soo Bahk Do Moo Duk Kwan,soo-bahk-do,Soo Bahk Do,tang-soo-do,korean,Hwang Kee,1960,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Soo_",proposed
Taekwon-Do,taekwondo,Taekwondo,shotokan,korean,"Collective (kwan founders); name adopted 1955, championed by Choi Hong-hi",1955,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Taek",proposed
Korean karate,tang-soo-do,Tang Soo Do,shotokan,korean,Hwang Kee,1945,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Tang",proposed
Tang Soo Do Moo Duk Kwan,tang-soo-do,Tang Soo Do,shotokan,korean,Hwang Kee,1945,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Tang",proposed
To'on-ryu,toon-ryu,Toon-Ryu,naha-te,naha-te,Kyoda Jūhatsu,1934,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/plausible] https://en.wikipedia.org/wiki/T%C5%8Don-ry%C5%AB",proposed
toon-ryu,toon-ryu,Toon-Ryu,naha-te,naha-te,Kyoda Jūhatsu,1934,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/plausible] https://en.wikipedia.org/wiki/T%C5%8Don-ry%C5%AB",proposed
(synthetic),tracy-kenpo,Tracy Kenpo,american-kenpo,kenpo,Al Tracy and Jim Tracy,1962,"[taxonomy:kenpo + international trees (kenpo family, American karate offshoots, Nanbu styles)/confirmed] https://tracykarate.com/will-and-micheal-tracys-story/ | https://www.usadojo.com/al-tracy/",proposed
Tracy Kenpo,tracy-kenpo,Tracy Kenpo,american-kenpo,kenpo,Al Tracy and Jim Tracy,1962,"[taxonomy:kenpo + international trees (kenpo family, American karate offshoots, Nanbu styles)/confirmed] https://tracykarate.com/will-and-micheal-tracys-story/ | https://www.usadojo.com/al-tracy/",proposed
tracy-kenpo,tracy-kenpo,Tracy Kenpo,american-kenpo,kenpo,Al Tracy and Jim Tracy,1962,"[taxonomy:kenpo + international trees (kenpo family, American karate offshoots, Nanbu styles)/confirmed] https://tracykarate.com/will-and-micheal-tracys-story/ | https://www.usadojo.com/al-tracy/",proposed
tracy-system,tracy-kenpo,Tracy Kenpo,american-kenpo,kenpo,Al Tracy and Jim Tracy,1962,"[taxonomy:kenpo + international trees (kenpo family, American karate offshoots, Nanbu styles)/confirmed] https://tracykarate.com/will-and-micheal-tracys-story/ | https://www.usadojo.com/al-tracy/",proposed
tracys-kenpo-karate,tracy-kenpo,Tracy Kenpo,american-kenpo,kenpo,Al Tracy and Jim Tracy,1962,"[taxonomy:kenpo + international trees (kenpo family, American karate offshoots, Nanbu styles)/confirmed] https://tracykarate.com/will-and-micheal-tracys-story/ | https://www.usadojo.com/al-tracy/",proposed
uechi-ryu,uechi-ryu,Uechi-Ryu,pangai-noon,uechi-ryu,Uechi Kanbun,1932,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Uechi-Ry%C5%AB",proposed
(synthetic),uechi-ryu-kenyukai,Uechi-ryū Kenyūkai,uechi-ryu,uechi-ryu,Shinjō Kiyohide,1981,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Uechi-Ry%C5%AB | https://www.uechi-la.org/associations",proposed
International Kenyukai Association,uechi-ryu-kenyukai,Uechi-ryū Kenyūkai,uechi-ryu,uechi-ryu,Shinjō Kiyohide,1981,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Uechi-Ry%C5%AB | https://www.uechi-la.org/associations",proposed
Kenyukai,uechi-ryu-kenyukai,Uechi-ryū Kenyūkai,uechi-ryu,uechi-ryu,Shinjō Kiyohide,1981,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Uechi-Ry%C5%AB | https://www.uechi-la.org/associations",proposed
Uechi-ryū Kenyūkai,uechi-ryu-kenyukai,Uechi-ryū Kenyūkai,uechi-ryu,uechi-ryu,Shinjō Kiyohide,1981,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Uechi-Ry%C5%AB | https://www.uechi-la.org/associations",proposed
Kanagusuku Kasshin Ryukyu Kobujutsu,ufuchiku-kobujutsu,Ufuchiku Kobujutsu,okinawan-kobudo,kobudo,Kanagusuku Sanda (Ufuchiku),,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Ufuchiku_Kobudo",proposed
Ufuchiku Kobudo,ufuchiku-kobujutsu,Ufuchiku Kobujutsu,okinawan-kobudo,kobudo,Kanagusuku Sanda (Ufuchiku),,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Ufuchiku_Kobudo",proposed
(synthetic),usa-goju,USA Gōjū (American Gōjū),goju-kai,naha-te,Peter Urban,1967,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://en.wikipedia.org/wiki/Peter_Urban_(karate) | https://www.usadojo.com/peter-urban/",proposed
USA Gōjū (American Gōjū),usa-goju,USA Gōjū (American Gōjū),goju-kai,naha-te,Peter Urban,1967,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://en.wikipedia.org/wiki/Peter_Urban_(karate) | https://www.usadojo.com/peter-urban/",proposed
american-goju,usa-goju,USA Gōjū (American Gōjū),goju-kai,naha-te,Peter Urban,1967,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://en.wikipedia.org/wiki/Peter_Urban_(karate) | https://www.usadojo.com/peter-urban/",proposed
urban-goju,usa-goju,USA Gōjū (American Gōjū),goju-kai,naha-te,Peter Urban,1967,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://en.wikipedia.org/wiki/Peter_Urban_(karate) | https://www.usadojo.com/peter-urban/",proposed
usa-goju,usa-goju,USA Gōjū (American Gōjū),goju-kai,naha-te,Peter Urban,1967,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://en.wikipedia.org/wiki/Peter_Urban_(karate) | https://www.usadojo.com/peter-urban/",proposed
usa-goju-ryu,usa-goju,USA Gōjū (American Gōjū),goju-kai,naha-te,Peter Urban,1967,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://en.wikipedia.org/wiki/Peter_Urban_(karate) | https://www.usadojo.com/peter-urban/",proposed
JKF Wadokai,wado-ryu,Wado-Ryu,shotokan,japanese,Hironori Ōtsuka,1934,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Wad%",proposed
Wado Kokusai (WIKF),wado-ryu,Wado-Ryu,shotokan,japanese,Hironori Ōtsuka,1934,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Wad%",proposed
Wado-kai,wado-ryu,Wado-Ryu,shotokan,japanese,Hironori Ōtsuka,1934,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Wad%",proposed
Wado-ryu Karate-do Renmei,wado-ryu,Wado-Ryu,shotokan,japanese,Hironori Ōtsuka,1934,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Wad%",proposed
Washin-Ryu Karate,washin-ryu,Washin-Ryu,,japanese,Hidy Ochiai,1966,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Hidy",proposed
Oyama Karate (USA),world-oyama,World Oyama Karate,kyokushin,kyokushin,Shigeru Ōyama,1985,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Shig",proposed
(synthetic),yamada-ha-shito-ryu-shukokai,Yamada-ha Shitō-ryū Shukokai,shukokai,japanese,Haruyoshi Yamada,1998,[taxonomy:shito-ryu/confirmed] https://shukokai-world.net/shito-ryu-shukokai-union/ | https://en.wikipedia.org/wiki/Sh%C5%ABk%C5%8Dkai,proposed
Shito-ryu Shukokai Union,yamada-ha-shito-ryu-shukokai,Yamada-ha Shitō-ryū Shukokai,shukokai,japanese,Haruyoshi Yamada,1998,[taxonomy:shito-ryu/confirmed] https://shukokai-world.net/shito-ryu-shukokai-union/ | https://en.wikipedia.org/wiki/Sh%C5%ABk%C5%8Dkai,proposed
Yamada-ha Shito-ryu Shukokai Karatedo World Union,yamada-ha-shito-ryu-shukokai,Yamada-ha Shitō-ryū Shukokai,shukokai,japanese,Haruyoshi Yamada,1998,[taxonomy:shito-ryu/confirmed] https://shukokai-world.net/shito-ryu-shukokai-union/ | https://en.wikipedia.org/wiki/Sh%C5%ABk%C5%8Dkai,proposed
Yamada-ha Shitō-ryū Shukokai,yamada-ha-shito-ryu-shukokai,Yamada-ha Shitō-ryū Shukokai,shukokai,japanese,Haruyoshi Yamada,1998,[taxonomy:shito-ryu/confirmed] https://shukokai-world.net/shito-ryu-shukokai-union/ | https://en.wikipedia.org/wiki/Sh%C5%ABk%C5%8Dkai,proposed
Yamane-ryu,yamanni-ryu,Yamanni-Ryu,okinawan-kobudo,kobudo,Chinen Masami (named the style; Chinen family lineage from Chinen Umikana),,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Yamanni_ryu | https://www.koryu-uchinadi.com/yamane-ryu/",proposed
Yamanni Chinen-ryu,yamanni-ryu,Yamanni-Ryu,okinawan-kobudo,kobudo,Chinen Masami (named the style; Chinen family lineage from Chinen Umikana),,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Yamanni_ryu | https://www.koryu-uchinadi.com/yamane-ryu/",proposed
yamanni-ryu,yamanni-ryu,Yamanni-Ryu,okinawan-kobudo,kobudo,Chinen Masami (named the style; Chinen family lineage from Chinen Umikana),,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Yamanni_ryu | https://www.koryu-uchinadi.com/yamane-ryu/",proposed
