node_id,name,name_native,birth_year,death_year,styles,locality,wikipedia_url,reason,status
J0051,Tesshin Hamada,濱田鉄心,,,bushin-kan|shorin-ken|chishin-ryu-heiho|dai-nippon-butokukai,"Norfolk / Virginia Beach, Virginia, USA; DNBK Honbu Kyoto",,"[japanese sweep/confirmed] The client's worked example, and the case proves his point. Full name Hiroyuki Tesshin Hamada. Documented in the DNBK's own Japanese records as 代表理事/理事長 (Chairman) from February 2015 (平成27年2月) and 副総裁 (Vice-Governor) from September 2021 (令和3年9月). The 2017 Japanese report of the 55th National Butoku Sai names him 「浜田鉄心理事長」 giving the closing address, alongside 東伏見慈晃総裁. Earlier English sources call him Hanshi, Kyudan (9th dan), Chair of the DNBK International Division and USA Honbu. Founded Bushin Kan Honbu Dojo in the USA to teach the DNBK Honbu karate curriculum (Shorin-Ken) plus Chishin Ryu Heiho, an eclectic aiki/jujutsu curriculum he states draws on Daito-ryu, Takenouchi-ryu, Shibukawa-ryu, Yoshin-ryu, Yanagi-ryu, Yagyu Shingan-ryu, Ueshiba aikido and Hirai's Korindo aikido. Academic: Martial Artist in-Residence at Old Dominion University, Norfolk; taught Zen, Japanese and sociology at ODU and karate-do at ODU and the College of William and Mary. Author of ten martial arts books; the client's title is 'Quintessence of Classical Japanese Martial Arts: Historical and Philosophical Perspectives' (Kendall Hunt, Dubuque IA, 2007, ISBN 9780787266790), catalogued by ODU under Human Movement Studies. Biography via a 1986 Washington Post profile (retrieved via search snippet only, not direct fetch, so treat as secondary): 17th-generation samurai family, sent aged nine to live five years in a Zen temple in postwar Japan, came to the USA in 1964 on a Methodist Church scholarship to a North Carolina college. That 1964 arrival plus 'aged nine in postwar Japan' implies birth c.1937-1941 — I have NOT entered a birth year. DNBK International Division HQ office is recorded in Japanese as アメリカバージニア州ノーフォーク市 (Norfolk, Virginia), i.e. built around him; the Japanese chronology dates a DNBK branch dojo at a Virginia state university to 1965 and the Virginia DNBK branch proper to 1972. STATUS: replaced in both his offices by Yamada Fuminori in October 2025 and absent from the January 2026 officer list; no death notice exists in any source I could reach. Record status as unknown, not deceased. BUSHIN KAN KATA LIST (from the training manual, verbatim, a useful fingerprint): Kihon Shodan/Nidan/Sandan; Pinan Shodan-Godan; Teisho Shodan/Nidan/Sandan/Yondan/Godan; Naihoshin Sho, Naihoshin Dai, Bassai Sho, Bassai Dai, Hangetsu, Jion, Fumyo Sho, Rohai, Shio Kusanku, Kusanku Sho, Kanku Dai, Empi, Chinto, Gojushiho, Sanchin, Seipai, Seinchin, Unsu, Niseishi, Shisochin, Gojushiho Dai, Supraunpei; KOSHIKI (ancient forms): Chinto, Kusanku Dai, Empi, Passai, Shiho Kusanku, Soonchin, Seipai, Yamato Kan Ku, Butoku no Enwa. | https://www.butokukai-honbu.org/rekidai/index.html | https://www.butokukai-honbu.org/sousai/index.html",proposed
J0052,Kumao Ohno,大野熊雄,,,dai-nippon-butokukai,"Kyoto, Japan",,"[japanese sweep/confirmed] First Chairman (理事長) of the revived Dai Nippon Butoku Kai, appointed August 1953 (昭和28年8月), per the organisation's own 歴代理事長 list. dnbk.org's English history describes him as Vice Chair at the 1953 revival and, separately, bushinkan.org credits 'Hanshi Kumao Ohno, president of DNBK Honbu' with giving the endorsement that allowed DNBK branches (shibu) to be established outside Japan — the institutional act that made Hamada's American organisation possible. Held office until April 1980. Entirely absent from the roster. | https://www.butokukai-honbu.org/rekidai/index.html | https://dnbk.org/history.php",proposed
J0053,Genichi Kawase,川瀬元一,,,dai-nippon-butokukai,"Kyoto, Japan",,"[japanese sweep/confirmed] Second Chairman (理事長) of the postwar DNBK, appointed April 1980 (昭和55年4月), serving until April 1992. Romaji reading of 元一 is my reading (Gen'ichi; could be Motokazu) and is NOT cross-confirmed by an English-language source, unlike the other chairmen. Absent from the roster. | https://www.butokukai-honbu.org/rekidai/index.html",proposed
J0054,Masaharu Fujiwara,藤原正晴,,,dai-nippon-butokukai,"Kyoto, Japan",,"[japanese sweep/confirmed] Third postwar Chairman (理事長), appointed April 1992 (平成4年4月). His term coincides exactly with the DNBK's internationalisation: the Japanese chronology records that in 1992 the first America Butoku Sai was held at a Virginia state university with a Honbu delegation led by 藤原理事長 in attendance, and the DNBK International Division was launched. dnbk.org's English history independently names 'Hanshi Fujiwara, then president of DNBK Honbu' as a key figure in international expansion, which confirms the reading. This is the direct institutional link between Kyoto and Hamada's American division. Absent from the roster. | https://www.butokukai-honbu.org/rekidai/index.html | https://www.butokukai-honbu.org/kokusai/index.html",proposed
J0055,Yukiharu Miura,三浦靱治,,,dai-nippon-butokukai,"Kyoto, Japan",,"[japanese sweep/confirmed] Fourth postwar Chairman (理事長), appointed April 1995 (平成7年4月). dnbk.org's English history names 'Hanshi Miura, VP of DNBK' among the figures behind international expansion, confirming the surname. CAUTION: the given name 靱治 is difficult — I read it Yukiharu, but Yukiji is also possible and no English source spells it out. Flagging the reading as uncertain rather than presenting it as settled. Absent from the roster. | https://www.butokukai-honbu.org/rekidai/index.html | https://dnbk.org/history.php",proposed
J0056,Manabu Adachi,安達学,,,dai-nippon-butokukai,"Kyoto, Japan",,"[japanese sweep/confirmed] Fifth postwar Chairman (理事長), appointed April 1998 (平成10年4月), serving to April 2005. Absent from the roster. | https://www.butokukai-honbu.org/rekidai/index.html",proposed
J0057,Masakatsu Tsujino,辻野正勝,,,dai-nippon-butokukai,"Kyoto, Japan",,"[japanese sweep/confirmed] Sixth postwar Chairman (理事長), appointed April 2005 (平成17年4月). The Japanese international chronology records that in 1998 the first World Butoku Sai was held at an American state university, attended by a Honbu delegation including 東伏見慈晃副総裁 and 辻野理事長 — placing him directly in the American line the client is tracing. Absent from the roster. | https://www.butokukai-honbu.org/rekidai/index.html | https://www.butokukai-honbu.org/kokusai/index.html",proposed
J0058,Hyomitsu Kuwahara,桑原兵充,,,dai-nippon-butokukai,"Kyoto, Japan",,"[japanese sweep/confirmed] Seventh postwar Chairman (理事長) from April 2008 (平成20年4月), then first 代表理事 (Representative Director) of the incorporated body when the DNBK became 一般社団法人大日本武徳会 in December 2012, then 副総裁 (Vice-Governor) from February 2015 — the post Hamada took over from him in September 2021. Hamada in turn succeeded him as Chairman in February 2015, so Kuwahara is Hamada's immediate predecessor in both offices. Also attended the 2010 45th-anniversary America Butoku Sai in Virginia Beach as Honbu representative, and led the 2013 delegation to London. CAUTION: reading of 兵充 is uncertain (Hyomitsu / Hyoju) and not confirmed by an English source. Absent from the roster. | https://www.butokukai-honbu.org/rekidai/index.html | https://www.butokukai-honbu.org/sousai/index.html",proposed
J0059,Fuminori Yamada,山田文典,,,dai-nippon-butokukai,"Kyoto, Japan",,"[japanese sweep/confirmed] Hamada's successor and the current head of the DNBK. Took over BOTH of Hamada's offices — 代表理事/理事長 and 副総裁 — in October 2025 (令和7年10月), and appears as 代表理事 in the officer list re-elected January 2026 (令和8年1月). dnbk.org's English page lists him as President, Hanshi, Hachidan, Iaido. This simultaneous double succession in a single month is the strongest available signal on Hamada's status, and the reason I am flagging his status as unknown rather than active. Absent from the roster. | https://www.butokukai-honbu.org/rekidai/index.html | https://www.butokukai-honbu.org/sousai/index.html",proposed
J0060,Toshikazu Sakamoto,坂本俊一,,,dai-nippon-butokukai|shorin-ken,"Kyoto, Japan",,"[japanese sweep/confirmed] Hanshi, Hachidan, Karatedo. Current Chair of the DNBK International Division — the post Hamada held — and an Administrative Controller and 理事 in the January 2026 officer list. Directly relevant to the client's own line: the Bushin Kan training manual names 'Hanshi Sakamoto' as Keith Seal's teacher, so Sakamoto now sits above the client's branch. Absent from the roster. | https://www.dnbk.org/hofficials.php | https://www.butokukai-honbu.org/yakuin/index.html",proposed
J0061,Yutaka Takeda,竹田豊,,,dai-nippon-butokukai,"Kyoto, Japan",,"[japanese sweep/confirmed] Hanshi, Kyudan (9th dan), Jujutsu. DNBK Honbu Board of Directors (理事) in both the English officials list and the January 2026 Japanese 役員名簿. The only current officer besides Hamada recorded at 9th dan. Absent from the roster. | https://www.dnbk.org/hofficials.php | https://www.butokukai-honbu.org/yakuin/index.html",proposed
J0062,Masahiko Uemura,上村雅彦,,,dai-nippon-butokukai|shorin-ken,"Kyoto, Japan",,"[japanese sweep/confirmed] Hanshi, Hachidan, Karatedo. DNBK Honbu Board of Directors (理事), January 2026 officer list. One of only two karatedo hanshi on the current board (with Sakamoto), so a likely custodian of the Shorin-Ken Honbu curriculum. Absent from the roster. | https://www.dnbk.org/hofficials.php | https://www.butokukai-honbu.org/yakuin/index.html",proposed
J0063,Jigo Higashifushimi,東伏見慈洽,1910,2014,dai-nippon-butokukai,"Kyoto, Japan (Shoren-in 青蓮院)",,"[japanese sweep/confirmed] First Governor (総裁) of the revived Dai Nippon Butoku Kai, appointed August 1953 (昭和28年8月), and held the office until 2014 — a 60-year tenure. Born a member of the imperial family, third son of Prince Kuni; left the imperial family in 1931 to take the Higashifushimi house as a count. Younger brother of Empress Kojun (香淳皇后), hence uncle of Emperor Akihito. Became monzeki (門主, chief abbot) of Shoren-in in 1953, taking the Buddhist name Jigo. Died 1 January 2014 aged 103; death is stated by ja.wikipedia, which also supplies the dates. This is the imperial patronage that gave the postwar DNBK its legitimacy, and the Bushin Kan training manual's garbled 'Jigo Higashi Fushimi' and 'Empress Nagako Hirohito' are corrupted references to him and his sister. Absent from the roster. | https://ja.wikipedia.org/wiki/東伏見慈洽 | https://www.butokukai-honbu.org/sousai/index.html",proposed
J0064,Jiko Higashifushimi,東伏見慈晃,1942,,dai-nippon-butokukai,"Kyoto, Japan (Shoren-in 青蓮院)",,"[japanese sweep/confirmed] Current Governor (総裁) of the Dai Nippon Butoku Kai, appointed April 2014 (平成26年4月) on his father's death; previously 副総裁, in which capacity he attended the first World Butoku Sai in the USA in 1998. Son of Higashifushimi Jigo and current chief abbot of Shoren-in (succeeded his father in that role in 2004). Born 21 June 1942. The 2017 Japanese account of the 55th National Butoku Sai names him 「東伏見慈晃総裁（天皇陛下の従兄弟）」, i.e. cousin of the Emperor, and records him giving the opening address with Hamada giving the closing one — the two men at the top of the same organisation, which is the cleanest single confirmation of Hamada's standing. Absent from the roster. | https://www.butokukai-honbu.org/sousai/index.html | https://myoshinkan.main.jp/20170429zenkokubutokusai.html",proposed
J0065,Akihito Komatsunomiya,小松宮彰仁親王,,,dai-nippon-butokukai,"Kyoto, Japan",,"[japanese sweep/confirmed] First Governor (総裁) of the original Dai Nippon Butoku Kai, appointed 5 September 1896 (明治29年9月5日), an imperial prince and commander of the Imperial Army. The DNBK's own Japanese chronology records the founding sequence precisely: 明治28年2月 (Feb 1895) the founding was initiated by 渡辺千秋 Watanabe Chiaki (Kyoto prefectural governor) and 伯爵 壬生基修 Mibu Motoosa (first chief priest of Heian Shrine); 明治28年4月 (April 1895) formally constituted; 1896 Komatsunomiya installed as Sosai. Absent from the roster, as are all the founders. | https://www.butokukai-honbu.org/enkaku/index.html | https://www.butokukai-honbu.org/sousai/index.html",proposed
J0066,Keith Seal,,,,bushin-kan|shorin-ken|chishin-ryu-heiho|dai-nippon-butokukai,"Kitty Hawk, North Carolina (Outer Banks), USA",,"[japanese sweep/confirmed] Named by the client as part of his own training line, and absent from the roster. Began martial arts training 1983; teaching from his Kitty Hawk dojo since 1988; founded Bushin Kan Dojo (Outer Banks) in August 1989. Ranked sixth-dan and 'master instructor' in the OuterBanks.com listing, and Kyoshi, seventh dan in his own training manual — the two sources are of different dates, so the manual is presumably the later. Member of the Dai Nippon Butoku Kai. Teachers: the dojo listing states he 'currently studies with Sensei Hiroyuki Tesshin Hamada'; his own training manual names 'Hanshi Sakamoto' as his teacher and describes Hamada as providing instruction at camps and clinics, which suggests his primary DNBK line shifted to Sakamoto, consistent with Sakamoto succeeding Hamada as International Division Chair. His training manual is the source of the Bushin Kan kata list recorded under Hamada. | https://www.outerbanks.com/bushin-kan-karate.html | https://bushinkankarate.wordpress.com/training-manual/",proposed
J0067,William Stockey,,,,bushin-kan|dai-nippon-butokukai,"Fairfax, Virginia, USA",,"[japanese sweep/confirmed] The client's 'Bill Stockey', absent from the roster. Described as a senior student of Hamada Sensei for over twenty years, based in Fairfax, Virginia. CONFIDENCE CAVEAT: my only source is the E-Budo archive thread on the Butoku Kai, and I was unable to load that page directly — WebFetch returned ECONNRESET and curl returned nothing — so I have this from the search engine's summary of it rather than from the page itself. The client can confirm from personal knowledge; I would not ingest this as verified without a second source. Same thread places a Butoku Kai administrative secretariat at 136 Dover Circle, Norfolk, Virginia 23505, consistent with the Japanese record of the International Division office being in Norfolk. | https://www.e-budo.com/archive/index.php/t-14491.html | https://www.butokukai-honbu.org/kokusai/index.html",proposed
J0068,Kim Baylor,,,,dai-nippon-butokukai,"Norfolk, Virginia, USA",,"[japanese sweep/confirmed] Named by the client and absent from the roster, but I must be straight about how thin this is. The Princeton kendo page identifies only 'Ms. Kim Baylor of Norfolk, Virginia', who cooperated with members of Zen Kendokan of Princeton and Dr. H. Tesshin Hamada to attend the DNBK International Martial Arts Exhibition in Kyoto in spring 2002 (the Second World Butoku Sai and 40th All Japan Butoku Sai). No rank, no style, no dojo, no teacher stated anywhere I could find. Her Norfolk base and direct association with Hamada make a DNBK connection near-certain, but I would record her as an associate rather than assert a teacher-student edge. Also relevant from the same page: Chang-fu Lin (George Lee), 7th dan Kyoshi kendo, Zen Kendokan of Princeton — the kendo side of the same 2002 delegation. | https://www.princeton.edu/~kendo/about.htm | https://www.butokukai-honbu.org/kokusai/index.html",proposed
J0069,Soichiro Higashi,東壮一郎,,,dai-nippon-butokukai|chishin-ryu-heiho,Japan (Kyushu International University 九州国際大学),,"[japanese sweep/confirmed] Found only because the client supplied the kiu.ac.jp link, and a good illustration of why Japanese-language search matters — he is invisible in English. Aikido club captain at Kyushu International University, writing 8 January 2025 about training under Hamada: 「濱田鉄心先生のもとで稽古をしておりました」 and 「濱田鉄心先生が与えてくださった３つの試練に挑み」 (taking on the three trials Hamada Sensei set him). Also mentions ウィリアムズ先生 (Shihan Williams) in connection with the 62nd National Butoku Sai, 29 April 2024. IMPORTANT: this article contains no 故 / 逝去 / 追悼 marker; the past tense is the author describing his own former training, and must NOT be read as evidence Hamada has died. A living student contact who could resolve the Hamada lineage question directly. | https://www.kiu.ac.jp/2025/01/08/post-39003/",proposed
J0070,Larry King,,,,bushin-kan|chishin-ryu-heiho|dai-nippon-butokukai,"Norfolk / Virginia Beach area, Virginia, USA",,"[japanese sweep/confirmed] Head instructor of Victory YMCA Bushin Kan Dojo, Hanshi, eighth dan, certified by the Dai Nippon Butoku Kai and inducted into the DNBK USA Hall of Fame. His dojo teaches Shorin-Ken Karatedo and gives its comprehensive system as Muso Chishin Ryu Heiho, covering kenjutsu, iaido, battojutsu, jujutsu, judo, aikijujutsu, karatedo, goshinjutsu and kobudo — the fullest published statement of Hamada's curriculum I found, and the source for the chishin-ryu-heiho style entry. CAVEAT: the site does not name Hamada, so the teacher edge is inferred from the Bushin Kan name, the DNBK certification and the Virginia location, all of which point one way but fall short of an explicit statement. Absent from the roster. Other black belts listed: Kevin King, Frank Michel, Ben Housley, Angela Davis, Tony Peng, Robert Horne, Michael Chambers, James Buckingham, Ray McAdaragh, Cayden Evans. | https://victorybushinkan.com/instructors/ | https://victorybushinkan.com/about-us/",proposed
